date,accY,accZ,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,d1,d2,d3
2014_11_11_15_17_35    393,-968,540,334,363,622,530,2,156,95,2,2,1,782,536,2,650,800,1.0,1,1
2014_11_11_15_17_35    395,-1013,552,335,362,621,531,2,148,117,1,1,2,781,544,0,651,799,1.0,1,1
2014_11_11_15_17_35    382,-937,591,336,370,616,533,1,141,138,0,1,1,780,534,2,654,799,1.0,2,0
2014_11_11_15_17_35    403,-1012,579,338,385,619,534,2,150,112,1,3,1,781,546,2,652,798,1.0,2,0
2014_11_11_15_17_35    396,-909,547,341,373,620,535,2,88,101,2,1,2,785,503,2,653,798,1.0,2,0
2014_11_11_15_17_35    403,-1018,555,330,358,617,539,2,113,107,2,2,0,780,544,2,577,799,1.0,2,0
2014_11_11_15_17_35    403,-916,579,341,364,610,550,2,301,117,3,2,1,782,511,3,587,798,1.0,2,0
2014_11_11_15_17_35    407,-976,541,378,379,622,549,2,316,133,1,1,2,782,516,2,582,798,2.0,2,1
2014_11_11_15_17_35    399,-847,541,356,392,610,551,2,312,139,1,2,2,779,504,1,646,797,2.0,2,1
2014_11_11_15_17_36    440,-933,575,378,390,621,552,1,309,136,1,2,0,780,542,2,651,799,2.0,2,1
2014_11_11_15_17_36    439,-958,568,379,431,624,553,1,302,140,4,3,2,781,548,2,657,800,2.0,1,0
2014_11_11_15_17_36    441,-1032,559,384,434,620,553,2,300,141,2,1,2,769,559,2,660,799,2.0,1,0
2014_11_11_15_17_36    437,-996,544,383,442,622,551,1,314,135,1,2,0,771,548,1,657,800,2.0,1,0
2014_11_11_15_17_36    399,-969,547,382,441,622,550,2,311,137,1,2,1,773,544,2,655,798,2.0,1,0
2014_11_11_15_17_36    415,-935,540,382,399,624,548,2,311,131,3,2,3,772,535,2,658,799,2.0,1,0
2014_11_11_15_17_36    445,-997,563,382,412,621,549,1,309,138,0,3,3,770,544,2,658,799,2.0,1,0
2014_11_11_15_17_36    454,-957,582,382,438,621,549,2,306,140,1,1,2,771,544,2,659,799,2.0,1,0
2014_11_11_15_17_36    464,-930,515,356,406,623,547,2,308,139,1,2,2,769,560,3,658,800,2.0,1,0
2014_11_11_15_17_36    467,-969,545,362,409,621,548,2,301,132,2,0,3,784,565,3,663,799,2.0,1,0
2014_11_11_15_17_36    423,-969,556,365,442,633,549,2,315,145,1,2,1,785,562,2,674,799,2.0,1,0
2014_11_11_15_17_36    423,-1006,536,369,447,633,549,2,314,137,2,2,2,785,567,2,669,799,2.0,1,0
2014_11_11_15_17_36    416,-890,524,368,445,634,549,3,313,145,3,2,1,786,567,1,675,798,2.0,1,0
2014_11_11_15_17_36    423,-1027,540,371,445,632,549,2,307,132,3,0,1,782,565,2,669,799,2.0,1,0
2014_11_11_15_17_36    415,-912,519,371,445,637,549,2,314,128,1,2,1,783,561,2,673,799,2.0,1,0
2014_11_11_15_17_36    446,-985,550,372,481,636,548,2,310,139,2,1,0,786,560,2,673,799,2.0,1,0
2014_11_11_15_17_36    409,-933,551,374,483,632,545,1,318,142,2,2,2,788,570,2,672,798,2.0,1,0
2014_11_11_15_17_36    416,-964,526,376,448,634,546,2,321,141,2,2,2,788,566,1,676,798,2.0,1,0
2014_11_11_15_17_36    423,-977,519,374,454,634,542,1,350,141,1,2,2,786,569,1,679,796,2.0,1,0
2014_11_11_15_17_36    438,-977,536,374,456,635,544,2,322,139,2,1,2,786,568,1,679,798,2.0,1,0
2014_11_11_15_17_37    440,-1005,545,375,461,634,544,2,320,147,2,1,2,786,568,1,675,798,2.0,1,0
2014_11_11_15_17_37    422,-961,524,372,459,634,544,2,320,148,2,2,1,787,567,2,679,799,2.0,1,0
2014_11_11_15_17_37    444,-980,535,372,458,634,545,0,321,137,3,2,2,784,566,2,678,798,2.0,1,0
2014_11_11_15_17_37    432,-993,527,376,449,636,544,2,318,131,1,2,2,787,566,2,674,796,2.0,1,0
