date,accY,accZ,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,d1,d2,d3
2014_11_11_15_16_39    435,-1021,484,450,519,707,527,2,318,163,2,1,2,772,575,2,593,823,2.0,1,0
2014_11_11_15_16_39    435,-1037,463,456,515,707,533,2,328,163,2,2,2,765,579,1,598,824,2.0,1,0
2014_11_11_15_16_39    435,-1037,463,456,515,707,533,2,328,163,2,2,2,765,579,1,598,824,2.0,1,0
2014_11_11_15_16_39    404,-964,487,452,517,707,531,1,329,157,2,2,1,763,582,1,596,821,2.0,1,0
2014_11_11_15_16_40    409,-1022,504,451,518,707,530,2,332,160,2,1,0,760,582,0,598,822,2.0,1,0
2014_11_11_15_16_40    423,-1009,496,451,525,706,528,3,327,159,2,2,0,759,581,2,597,821,2.0,1,0
2014_11_11_15_16_40    403,-1007,478,448,524,709,530,1,333,129,2,2,0,759,578,0,594,821,2.0,1,0
2014_11_11_15_16_40    399,-1025,495,449,527,709,530,3,336,131,1,2,2,760,573,2,593,821,2.0,1,0
2014_11_11_15_16_40    415,-1005,460,448,533,707,529,1,337,131,2,1,1,757,570,2,596,822,2.0,1,0
2014_11_11_15_16_40    417,-1013,455,448,537,706,532,2,334,126,2,3,2,755,571,2,598,820,2.0,1,0
2014_11_11_15_16_40    423,-1018,486,453,528,706,533,2,333,134,2,1,2,754,568,2,605,820,2.0,1,0
2014_11_11_15_16_40    398,-998,480,454,511,706,534,2,337,129,1,2,1,755,573,2,601,822,2.0,1,0
2014_11_11_15_16_40    412,-1021,460,454,520,705,533,1,337,131,1,2,2,764,575,4,608,821,2.0,1,0
2014_11_11_15_16_40    417,-1056,478,452,520,705,533,1,339,139,2,1,2,758,577,2,604,821,2.0,1,0
2014_11_11_15_16_40    399,-1041,462,452,521,704,531,2,338,162,2,2,1,772,577,4,607,820,2.0,1,0
2014_11_11_15_16_40    399,-1041,462,452,521,704,531,2,338,162,2,2,1,772,577,4,607,820,2.0,1,0
2014_11_11_15_16_40    417,-1049,467,455,519,705,530,2,340,153,2,2,8,770,577,3,600,820,2.0,1,0
2014_11_11_15_16_40    358,-1005,480,455,557,708,535,2,344,172,2,1,44,770,576,1,610,820,2.0,1,0
2014_11_11_15_16_40    365,-946,504,459,562,709,535,2,353,238,2,1,50,773,583,3,613,821,2.0,1,0
2014_11_11_15_16_40    363,-1010,487,458,563,714,535,3,356,224,2,2,52,779,600,1,617,825,2.0,1,0
2014_11_11_15_16_40    417,-1040,449,454,491,717,552,1,353,273,2,2,47,790,603,0,615,827,2.0,1,0
2014_11_11_15_16_40    408,-1049,419,455,503,713,554,2,359,266,2,1,41,787,604,2,605,828,2.0,1,0
2014_11_11_15_16_40    408,-1048,432,457,501,716,543,2,362,260,2,1,44,787,605,1,609,828,2.0,1,0
2014_11_11_15_16_40    399,-1012,468,450,557,718,557,1,361,215,2,2,45,786,597,2,601,830,2.0,1,0
2014_11_11_15_16_41    417,-1012,463,452,497,716,555,2,361,220,1,2,52,783,598,1,605,830,2.0,1,0
2014_11_11_15_16_41    392,-929,472,456,542,715,555,2,357,221,2,3,46,786,582,3,606,825,2.0,1,0
2014_11_11_15_16_41    419,-954,511,452,491,703,555,2,340,170,1,2,39,787,600,2,612,825,2.0,1,0
2014_11_11_15_16_41    432,-1037,492,455,485,702,558,2,333,143,32,2,23,785,611,2,603,829,2.0,1,0
2014_11_11_15_16_41    441,-1033,494,452,497,703,557,1,330,137,418,2,17,785,610,2,594,828,2.0,1,0
2014_11_11_15_16_41    411,-969,503,448,486,700,555,2,334,148,434,1,10,784,608,1,591,830,2.0,1,0
2014_11_11_15_16_41    415,-996,499,448,476,699,549,3,336,148,456,2,14,783,611,2,595,829,2.0,1,0
2014_11_11_15_16_41    415,-1017,486,450,484,698,547,2,344,149,458,2,10,779,616,2,596,831,2.0,1,0
2014_11_11_15_16_41    432,-1023,472,445,485,697,553,0,347,149,461,1,2,777,619,1,595,831,2.0,1,0
2014_11_11_15_16_41    423,-1001,471,448,482,695,555,2,329,131,20,2,1,774,618,2,597,831,2.0,1,0
2014_11_11_15_16_41    440,-996,486,443,467,684,548,1,307,133,20,2,1,776,612,2,595,832,2.0,1,0
2014_11_11_15_16_41    425,-1081,527,444,466,684,552,1,308,128,21,2,2,774,613,2,592,832,2.0,1,0
2014_11_11_15_16_41    430,-1096,515,445,465,689,557,2,305,130,23,2,2,772,599,1,589,828,2.0,1,0
2014_11_11_15_16_41    340,-1010,560,448,521,711,560,0,332,131,22,2,46,778,599,2,581,827,2.0,1,0
2014_11_11_15_16_41    348,-874,447,459,543,716,637,1,345,188,33,2,74,782,630,86,600,833,2.0,1,0
2014_11_11_15_16_41    348,-874,447,459,543,716,637,1,345,188,33,2,74,782,630,86,600,833,2.0,1,0
2014_11_11_15_16_41    409,-1000,414,456,473,704,634,2,335,172,25,2,52,789,629,1,631,833,2.0,1,0
2014_11_11_15_16_41    422,-1026,433,454,480,703,634,1,328,175,22,2,52,784,627,2,627,833,2.0,1,0
2014_11_11_15_16_41    428,-1056,473,456,484,703,631,1,331,182,2,1,53,782,624,2,625,833,2.0,1,0
2014_11_11_15_16_41    408,-1009,487,454,484,703,624,3,334,164,2,1,52,780,602,2,624,833,2.0,1,0
2014_11_11_15_16_41    399,-996,480,453,476,701,557,2,325,146,1,1,50,781,532,2,573,826,2.0,1,0
2014_11_11_15_16_42    399,-1000,504,451,523,702,558,2,318,143,1,1,48,782,569,2,571,826,2.0,1,0
2014_11_11_15_16_42    387,-997,508,452,530,702,562,2,317,150,2,1,35,782,565,0,569,826,2.0,1,0
2014_11_11_15_16_42    382,-984,500,453,533,703,562,2,320,156,2,1,33,782,571,2,570,825,2.0,1,0
2014_11_11_15_16_42    419,-1036,504,457,542,704,562,1,327,170,25,1,47,783,599,2,573,825,2.0,1,0
2014_11_11_15_16_42    406,-943,526,450,551,702,562,1,328,175,15,3,42,779,590,2,574,823,2.0,1,0
2014_11_11_15_16_42    440,-1098,508,454,548,702,562,2,327,169,27,2,33,780,605,2,608,828,2.0,1,0
2014_11_11_15_16_42    428,-1040,479,451,536,697,560,2,322,170,1,2,2,778,605,1,574,825,2.0,1,0
2014_11_11_15_16_42    403,-960,471,451,459,696,561,1,319,147,2,2,2,774,593,2,574,823,2.0,1,0
2014_11_11_15_16_42    427,-1032,504,453,484,695,560,2,328,150,1,2,2,774,591,0,574,824,2.0,1,0
2014_11_11_15_16_42    398,-989,491,453,460,684,558,1,306,127,2,1,3,770,576,2,572,824,2.0,1,0
2014_11_11_15_16_42    403,-996,519,450,472,684,559,2,302,127,2,2,2,773,575,0,573,821,2.0,1,0
2014_11_11_15_16_42    387,-985,527,448,423,683,558,2,301,130,0,2,2,778,579,1,573,823,2.0,1,0
2014_11_11_15_16_42    403,-1039,551,438,424,686,559,1,301,129,2,2,4,776,581,2,572,822,2.0,1,0
2014_11_11_15_16_42    393,-980,508,438,431,694,560,1,301,138,2,2,1,773,583,2,573,823,2.0,1,0
2014_11_11_15_16_42    360,-1005,496,459,504,702,641,2,360,219,8,1,71,790,609,88,598,828,2.0,1,0
2014_11_11_15_16_42    351,-910,495,493,503,709,644,2,366,173,451,2,76,787,636,128,594,829,2.0,1,0
2014_11_11_15_16_42    380,-969,440,487,519,710,643,2,368,170,7,1,76,790,635,69,597,832,2.0,1,0
2014_11_11_15_16_42    422,-1037,489,453,523,703,644,2,356,196,30,1,77,791,631,2,590,830,2.0,1,0
2014_11_11_15_16_42    387,-967,504,457,495,701,643,3,352,206,28,2,75,779,597,2,584,830,2.0,1,0
2014_11_11_15_16_42    403,-1017,519,456,489,700,634,1,352,219,31,4,75,780,600,1,586,827,2.0,1,0
2014_11_11_15_16_43    383,-964,503,458,499,700,566,1,351,241,2,1,64,779,604,1,584,823,2.0,1,0
2014_11_11_15_16_43    396,-1033,511,457,488,701,638,2,354,244,35,1,67,782,601,1,585,829,2.0,1,0
2014_11_11_15_16_43    383,-997,547,459,493,702,636,4,341,310,27,4,65,783,600,1,583,829,2.0,1,0
2014_11_11_15_16_43    415,-1049,526,459,496,701,645,2,347,315,11,2,66,783,640,3,611,831,2.0,1,0
2014_11_11_15_16_43    405,-995,519,453,500,701,645,1,337,322,24,1,67,782,644,1,602,830,2.0,1,0
2014_11_11_15_16_43    391,-1017,508,451,505,701,646,2,341,314,34,2,70,781,643,1,611,830,2.0,1,0
2014_11_11_15_16_43    409,-989,504,456,528,701,647,2,340,324,32,3,67,782,646,2,607,831,2.0,1,0
2014_11_11_15_16_43    423,-1007,531,453,526,702,648,3,341,323,35,2,69,783,634,2,610,832,2.0,1,0
2014_11_11_15_16_43    411,-1005,524,449,529,700,649,2,345,316,34,2,66,781,629,1,617,832,2.0,1,0
2014_11_11_15_16_43    411,-1005,524,449,529,700,649,2,345,316,34,2,66,781,629,1,617,832,2.0,1,0
2014_11_11_15_16_43    406,-999,515,454,522,696,650,2,342,315,32,1,66,779,632,2,623,833,2.0,1,0
2014_11_11_15_16_43    399,-996,507,456,526,693,649,2,342,314,36,1,63,780,638,1,616,833,2.0,1,0
2014_11_11_15_16_43    422,-976,525,453,525,695,648,0,350,320,37,3,64,780,638,0,617,834,2.0,1,0
2014_11_11_15_16_43    409,-1025,521,454,531,695,647,2,353,320,37,1,63,792,637,1,610,833,2.0,1,0
2014_11_11_15_16_43    401,-961,487,454,524,694,645,2,355,288,37,1,32,792,634,1,613,833,2.0,1,0
2014_11_11_15_16_43    403,-964,523,447,516,693,642,1,354,239,2,2,2,777,632,1,612,834,2.0,1,0
2014_11_11_15_16_43    398,-1000,518,438,520,693,641,1,348,161,2,3,2,778,631,3,616,833,2.0,1,0
2014_11_11_15_16_43    409,-976,527,422,462,692,634,2,323,160,3,2,2,776,634,2,614,833,2.0,1,0
2014_11_11_15_16_43    424,-988,502,421,519,693,562,1,316,148,1,2,1,789,624,1,616,828,2.0,1,0
2014_11_11_15_16_43    415,-992,520,420,519,693,560,2,316,145,2,2,1,789,625,3,615,827,2.0,1,0
2014_11_11_15_16_44    417,-1009,502,425,515,692,562,2,315,146,2,1,2,789,624,1,611,830,3.0,1,0
2014_11_11_15_16_44    411,-1000,480,423,513,691,560,1,312,147,1,5,2,788,624,3,581,827,3.0,1,0
2014_11_11_15_16_44    433,-973,496,422,530,681,560,2,311,142,3,0,0,775,610,1,582,823,3.0,1,0
2014_11_11_15_16_44    429,-1044,496,425,527,685,559,2,310,140,0,1,2,776,636,2,582,825,3.0,1,0
2014_11_11_15_16_44    400,-1009,524,425,520,682,558,0,308,161,2,2,3,774,610,1,583,826,3.0,1,0
2014_11_11_15_16_44    400,-1009,524,425,520,682,558,0,308,161,2,2,3,774,610,1,583,826,3.0,1,0
2014_11_11_15_16_44    374,-1025,500,422,520,687,560,1,316,159,2,2,0,778,616,1,610,826,3.0,1,0
2014_11_11_15_16_44    368,-1000,536,423,524,693,559,2,333,265,31,2,45,781,626,2,625,830,3.0,1,0
2014_11_11_15_16_44    368,-1029,515,425,527,693,560,2,339,242,34,1,48,780,627,2,624,830,3.0,1,0
2014_11_11_15_16_44    359,-1025,489,439,538,696,559,2,342,240,1,3,57,777,627,2,637,834,3.0,1,0
2014_11_11_15_16_44    377,-975,508,439,536,693,562,1,339,238,1,2,38,775,623,2,620,832,3.0,1,0
2014_11_11_15_16_44    382,-973,496,437,531,692,558,1,341,240,2,1,34,779,624,2,622,832,3.0,1,0
2014_11_11_15_16_44    392,-983,511,441,536,692,565,2,342,235,30,1,25,779,624,2,617,835,3.0,1,0
2014_11_11_15_16_44    406,-1036,492,447,536,693,562,2,341,235,32,2,26,782,631,2,612,838,3.0,1,0
2014_11_11_15_16_44    429,-996,509,443,537,693,560,1,339,235,33,2,1,781,638,1,623,838,3.0,1,0
2014_11_11_15_16_44    411,-1021,519,437,533,693,562,1,341,165,38,2,4,781,645,2,617,839,3.0,1,0
2014_11_11_15_16_44    406,-985,504,437,536,692,562,2,338,204,35,2,2,781,645,4,637,839,3.0,1,0
2014_11_11_15_16_44    376,-961,507,441,535,693,567,1,343,173,34,1,0,781,642,2,636,841,3.0,1,0
2014_11_11_15_16_44    391,-1025,515,444,533,693,569,2,343,178,32,2,29,781,646,2,626,840,3.0,1,0
2014_11_11_15_16_44    396,-977,496,477,536,692,567,0,342,229,32,1,18,796,639,1,628,841,3.0,1,0
2014_11_11_15_16_45    398,-1004,496,480,534,693,562,2,343,237,438,1,26,798,637,3,628,843,3.0,1,0
2014_11_11_15_16_45    403,-963,519,479,542,692,561,2,342,173,36,2,4,800,637,2,622,842,3.0,1,0
2014_11_11_15_16_45    399,-1000,509,445,532,691,557,1,338,171,36,3,2,797,637,0,628,841,3.0,1,0
2014_11_11_15_16_45    415,-993,521,441,532,692,558,3,342,173,36,0,3,798,636,1,623,842,3.0,1,0
2014_11_11_15_16_45    423,-1032,521,439,521,689,559,1,322,169,36,2,1,796,635,3,626,842,3.0,1,0
2014_11_11_15_16_45    419,-1050,537,424,519,684,557,2,306,157,35,2,1,793,632,0,613,835,3.0,1,0
2014_11_11_15_16_45    583,-1393,654,417,373,690,556,2,260,159,26,3,1,783,668,2,618,832,3.0,1,0
2014_11_11_15_16_45    508,-1424,647,410,378,699,554,1,254,152,1,2,2,769,649,2,584,833,3.0,1,0
2014_11_11_15_16_45    391,-1081,582,405,379,693,553,2,267,123,2,1,3,770,655,0,583,830,3.0,1,0
2014_11_11_15_16_45    332,-801,524,406,383,682,550,1,263,125,3,1,2,770,645,1,577,831,3.0,1,0
2014_11_11_15_16_45    258,-728,392,418,385,683,553,2,272,119,1,1,2,770,651,1,569,830,3.0,1,0
2014_11_11_15_16_45    463,-1080,390,437,527,699,561,2,286,147,1,1,43,768,640,1,559,835,3.0,1,0
2014_11_11_15_16_45    608,-1776,294,388,462,717,548,0,263,85,1,2,102,736,677,0,548,836,3.0,1,0
2014_11_11_15_16_45    393,-1178,334,376,439,723,595,2,284,71,2,2,116,718,712,1,534,834,3.0,1,0
2014_11_11_15_16_45    307,-564,294,363,502,720,621,2,355,26,0,2,169,746,760,2,519,835,3.0,1,0
2014_11_11_15_16_45    435,-1198,144,372,545,707,551,2,328,2,2,1,277,738,764,2,487,834,3.0,1,0
2014_11_11_15_16_45    397,-1088,276,357,441,707,539,3,326,2,1,1,120,734,748,1,498,834,3.0,1,0
2014_11_11_15_16_45    355,-1011,283,350,530,706,540,2,319,1,2,1,113,736,715,2,523,833,3.0,1,0
2014_11_11_15_16_45    392,-1116,304,347,500,706,536,2,318,2,1,1,111,729,690,1,518,827,3.0,1,0
2014_11_11_15_16_45    382,-972,334,344,505,703,538,2,321,2,1,2,108,732,680,0,478,826,3.0,1,0
2014_11_11_15_16_46    432,-1137,284,344,519,702,540,2,319,1,3,2,108,737,689,2,438,825,3.0,1,0
2014_11_11_15_16_46    415,-1023,328,344,528,703,540,1,282,2,2,2,104,732,687,2,181,823,3.0,1,0
2014_11_11_15_16_46    431,-1104,317,338,532,704,539,2,284,27,1,2,101,729,689,2,228,822,3.0,1,0
2014_11_11_15_16_46    454,-1005,332,345,535,703,544,1,285,51,1,1,97,731,696,1,265,822,3.0,1,0
2014_11_11_15_16_46    403,-1010,319,353,539,702,545,2,285,28,2,1,88,732,692,0,255,821,3.0,1,0
2014_11_11_15_16_46    374,-928,304,339,536,699,545,2,283,39,2,2,83,740,673,3,256,820,3.0,0,0
2014_11_11_15_16_46    415,-1012,304,334,537,698,548,2,288,55,2,2,91,742,690,2,376,820,3.0,0,0
2014_11_11_15_16_46    390,-960,335,332,535,697,550,2,284,102,2,3,89,740,693,3,404,819,3.0,0,0
2014_11_11_15_16_46    462,-1136,367,334,529,691,551,2,282,83,2,1,94,735,679,2,543,818,3.0,0,0
2014_11_11_15_16_46    460,-1088,377,338,530,691,550,3,290,125,1,2,93,736,679,1,530,818,3.0,0,0
2014_11_11_15_16_46    451,-993,415,341,526,691,551,3,282,102,2,2,93,740,674,2,572,818,3.0,0,0
2014_11_11_15_16_46    465,-1007,415,343,526,689,547,0,276,85,1,2,85,742,638,1,570,818,3.0,1,0
2014_11_11_15_16_46    471,-1047,415,345,528,689,547,1,278,89,1,1,84,743,620,0,579,818,3.0,1,0
2014_11_11_15_16_46    487,-1009,417,356,520,685,540,2,279,97,1,2,77,748,642,2,562,819,3.0,1,0
2014_11_11_15_16_46    481,-1122,385,355,522,689,539,3,270,118,2,1,78,747,653,2,561,819,3.0,1,0
2014_11_11_15_16_46    460,-920,401,363,511,649,545,1,273,116,0,2,72,747,612,2,536,820,3.0,1,0
2014_11_11_15_16_46    428,-1000,472,370,569,642,545,1,278,119,2,2,71,757,610,2,541,820,3.0,1,0
2014_11_11_15_16_46    424,-980,487,371,577,642,547,0,287,144,2,2,64,766,608,1,543,820,3.0,1,0
2014_11_11_15_16_46    454,-926,465,378,493,641,552,2,263,129,3,2,2,773,564,1,579,820,3.0,1,0
2014_11_11_15_16_46    465,-996,468,365,574,639,553,2,136,129,2,2,1,754,570,1,590,820,3.0,1,0
2014_11_11_15_16_47    496,-928,487,368,575,637,552,2,145,138,2,1,2,751,585,1,580,819,3.0,1,0
2014_11_11_15_16_47    487,-976,544,356,558,629,550,3,159,138,3,2,2,755,560,2,580,821,3.0,1,0
2014_11_11_15_16_47    475,-909,519,343,540,628,547,1,158,146,2,2,1,758,566,2,584,820,3.0,1,0
2014_11_11_15_16_47    502,-912,515,361,536,630,547,2,160,147,0,2,2,759,565,2,564,822,3.0,1,0
2014_11_11_15_16_47    519,-959,477,341,492,628,547,1,151,144,2,2,2,765,569,1,560,822,3.0,1,0
2014_11_11_15_16_47    492,-956,494,355,459,621,542,2,113,138,2,1,2,762,525,2,560,820,3.0,1,0
2014_11_11_15_16_47    500,-948,503,330,366,616,532,1,95,128,1,2,0,756,508,2,547,820,3.0,1,0
2014_11_11_15_16_47    528,-921,526,322,376,584,515,1,22,94,0,3,2,777,424,2,522,819,3.0,1,0
2014_11_11_15_16_47    540,-910,587,348,334,585,533,2,38,123,2,1,3,782,391,2,556,818,3.0,1,0
2014_11_11_15_16_47    505,-905,560,365,296,585,537,2,45,114,1,2,1,782,395,1,524,819,3.0,1,0
2014_11_11_15_16_47    486,-929,608,378,380,588,533,1,43,114,2,2,2,772,411,1,520,818,3.0,1,0
2014_11_11_15_16_47    483,-925,537,349,352,585,525,1,31,99,2,2,2,755,386,2,505,816,3.0,1,0
2014_11_11_15_16_47    480,-881,511,7,320,577,493,1,47,2,2,0,0,749,217,3,298,818,3.0,1,0
2014_11_11_15_16_47    479,-912,540,6,262,573,428,2,12,2,3,1,2,709,208,1,348,817,3.0,1,0
2014_11_11_15_16_47    496,-983,499,3,201,573,429,2,11,2,2,1,1,708,197,1,311,816,3.0,1,0
2014_11_11_15_16_47    476,-928,511,2,191,573,433,2,11,2,0,0,1,702,194,1,306,814,3.0,1,0
2014_11_11_15_16_47    472,-968,527,2,1,574,430,3,11,1,2,2,2,702,192,2,321,814,3.0,0,0
2014_11_11_15_16_47    441,-973,486,2,2,552,428,2,10,2,1,2,1,704,129,1,339,813,3.0,0,0
2014_11_11_15_16_47    439,-970,465,1,2,549,428,2,11,2,2,2,1,704,134,1,338,812,3.0,0,0
2014_11_11_15_16_47    436,-976,448,2,2,546,428,2,10,1,2,8,1,703,123,3,227,811,3.0,0,0
2014_11_11_15_16_48    435,-930,472,2,2,544,441,1,11,2,1,5,1,704,119,1,216,810,3.0,0,0
2014_11_11_15_16_48    384,-1032,423,4,1,548,442,2,10,1,1,2,2,703,128,1,17,808,3.0,0,0
2014_11_11_15_16_48    406,-1062,419,1,2,549,449,2,12,2,2,1,2,700,134,1,130,808,3.0,0,0
2014_11_11_15_16_48    409,-1125,400,3,2,557,458,2,11,1,1,2,2,699,133,2,105,808,3.0,0,0
2014_11_11_15_16_48    414,-1105,432,3,2,550,460,2,9,1,2,2,2,696,134,1,2,808,3.0,0,0
2014_11_11_15_16_48    357,-953,431,1,1,555,462,2,10,1,2,2,2,695,133,1,3,807,3.0,0,0
2014_11_11_15_16_48    355,-1025,412,2,2,557,463,2,11,2,1,2,1,694,134,1,2,807,3.0,0,0
2014_11_11_15_16_48    364,-1017,412,2,2,572,463,2,11,2,0,2,3,695,129,2,2,808,3.0,0,0
2014_11_11_15_16_48    424,-1071,463,1,2,572,464,2,10,2,1,1,1,696,276,3,2,806,3.0,0,0
2014_11_11_15_16_48    419,-998,446,1,1,574,464,1,11,2,1,2,0,699,280,3,4,806,3.0,0,0
2014_11_11_15_16_48    415,-973,446,2,1,571,464,3,10,2,2,0,1,697,240,2,1,805,3.0,0,0
2014_11_11_15_16_48    423,-981,480,2,2,571,464,2,11,2,1,1,0,699,295,1,110,803,3.0,0,0
2014_11_11_15_16_48    435,-1037,519,2,1,573,463,2,10,1,1,1,2,699,304,2,90,803,3.0,0,0
2014_11_11_15_16_48    432,-1008,494,2,1,571,464,2,10,2,1,2,1,699,305,1,110,801,3.0,0,0
2014_11_11_15_16_48    435,-1026,519,2,1,573,465,0,10,2,2,2,1,700,317,2,100,798,3.0,0,0
2014_11_11_15_16_48    432,-965,504,2,1,571,466,2,10,2,2,2,0,704,319,2,103,798,3.0,0,0
2014_11_11_15_16_48    434,-1000,511,1,4,572,464,2,10,1,0,2,0,706,327,2,105,800,3.0,0,0
2014_11_11_15_16_48    444,-1001,503,2,1,572,464,2,10,2,0,2,1,703,321,2,99,798,3.0,0,0
2014_11_11_15_16_48    446,-1005,480,2,2,573,465,2,9,0,1,0,2,707,317,0,89,797,3.0,0,0
2014_11_11_15_16_48    439,-1016,524,0,2,574,465,1,10,0,1,2,2,706,322,2,83,796,3.0,0,0
2014_11_11_15_16_49    423,-978,516,2,2,574,465,1,10,2,2,2,2,707,332,2,74,795,3.0,0,0
2014_11_11_15_16_49    432,-968,515,2,1,573,464,2,9,2,2,3,2,707,331,3,64,794,4.0,0,0
2014_11_11_15_16_49    433,-967,551,2,0,571,464,2,9,1,2,2,0,707,337,2,63,794,4.0,0,0
2014_11_11_15_16_49    415,-968,542,2,2,573,465,2,9,2,0,1,1,709,335,2,52,794,4.0,0,0
2014_11_11_15_16_49    430,-945,551,2,1,570,464,1,8,3,3,1,2,708,347,0,53,793,4.0,0,0
