date,accY,accZ,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,d1,d2,d3
2014_11_11_15_18_46    367,-979,545,318,277,649,558,2,354,171,1,2,2,695,472,422,842,807,1.0,1,1
2014_11_11_15_18_46    380,-1001,558,319,283,650,541,2,322,134,1,2,2,694,462,422,841,809,1.0,1,1
2014_11_11_15_18_46    360,-985,558,318,288,651,543,2,314,117,3,2,2,690,466,423,842,809,1.0,1,1
2014_11_11_15_18_46    371,-986,560,315,268,651,543,2,324,136,2,0,1,690,472,422,844,809,1.0,1,1
2014_11_11_15_18_46    385,-993,547,303,242,650,538,2,308,147,2,2,2,684,450,421,844,808,1.0,1,1
2014_11_11_15_18_46    376,-984,577,292,248,650,538,2,317,130,4,3,1,682,450,421,843,807,2.0,1,0
2014_11_11_15_18_46    368,-969,562,289,236,651,538,2,316,122,2,2,1,686,451,420,842,808,2.0,1,0
2014_11_11_15_18_46    372,-975,567,274,194,649,538,2,288,141,1,2,2,691,448,420,842,807,2.0,1,0
2014_11_11_15_18_46    376,-972,576,273,199,648,537,2,301,131,1,3,2,703,455,419,843,808,2.0,1,0
2014_11_11_15_18_46    368,-983,560,272,192,647,539,3,303,174,1,3,0,700,455,418,833,807,2.0,1,0
2014_11_11_15_18_46    367,-1008,553,274,208,647,539,2,277,129,2,2,1,701,461,419,835,808,2.0,1,0
2014_11_11_15_18_46    380,-1007,563,289,240,644,540,1,97,128,2,2,2,696,461,421,835,807,2.0,1,0
2014_11_11_15_18_46    368,-962,543,271,213,646,538,1,131,122,2,2,2,691,458,422,836,808,2.0,1,0
2014_11_11_15_18_46    399,-1009,543,170,232,646,538,2,141,130,2,2,1,666,455,422,835,808,2.0,1,0
2014_11_11_15_18_46    383,-968,560,177,251,648,539,2,231,149,1,1,3,691,459,423,835,805,2.0,1,0
2014_11_11_15_18_46    383,-968,560,177,251,648,539,2,231,149,1,1,3,691,459,423,835,805,2.0,1,0
2014_11_11_15_18_46    399,-978,550,174,238,648,538,1,142,152,2,1,3,690,460,422,835,806,2.0,1,0
2014_11_11_15_18_46    380,-989,559,151,249,646,536,1,135,142,1,4,1,690,459,422,835,805,2.0,1,0
2014_11_11_15_18_46    387,-1009,551,152,259,646,535,1,310,126,2,1,2,690,460,421,833,804,2.0,1,0
2014_11_11_15_18_47    387,-1009,551,152,259,646,535,1,310,126,2,1,2,690,460,421,833,804,2.0,1,0
2014_11_11_15_18_47    380,-976,543,156,266,647,535,2,305,134,1,2,2,688,458,421,835,803,2.0,1,0
2014_11_11_15_18_47    393,-989,541,155,209,648,536,1,301,116,2,0,1,687,462,421,836,804,2.0,1,0
2014_11_11_15_18_47    383,-992,556,155,234,647,532,2,268,130,2,2,1,689,473,419,844,804,2.0,1,0
2014_11_11_15_18_47    368,-985,542,161,224,645,530,2,301,118,1,1,2,689,471,418,849,805,2.0,1,0
2014_11_11_15_18_47    392,-984,531,145,240,647,526,2,290,133,1,1,2,683,473,419,849,804,2.0,1,0
